iter	Passed	Remaining
268	1667	4532
269	1676	4533
270	1684	4531
271	1691	4528
272	1699	4526
273	1707	4525
274	1715	4522
275	1723	4521
276	1731	4518
277	1739	4516
278	1746	4512
279	1753	4508
280	1760	4505
281	1767	4501
282	1774	4496
283	1781	4491
284	1788	4486
285	1795	4481
286	1802	4476
287	1808	4471
288	1815	4466
289	1822	4461
290	1828	4455
291	1835	4451
292	1842	4446
293	1850	4443
294	1858	4441
295	1866	4440
296	1876	4441
297	1884	4439
298	1892	4437
299	1900	4433
300	1907	4429
301	1915	4426
302	1933	4448
303	1943	4449
304	1951	4445
305	1957	4439
306	1963	4432
307	1970	4426
308	1976	4419
309	1981	4411
310	1988	4404
311	1994	4397
312	2000	4390
313	2006	4382
314	2012	4375
315	2018	4368
316	2024	4362
317	2029	4353
318	2036	4346
319	2042	4340
320	2048	4333
321	2054	4326
322	2060	4319
323	2067	4312
324	2072	4305
325	2078	4296
326	2084	4290
327	2090	4283
328	2096	4275
329	2101	4267
330	2107	4259
331	2114	4253
332	2119	4245
333	2125	4238
334	2131	4231
335	2137	4224
336	2143	4217
337	2150	4211
338	2158	4208
339	2166	4205
340	2174	4202
341	2183	4200
342	2189	4193
343	2196	4188
344	2202	4181
345	2208	4174
346	2214	4166
347	2220	4160
348	2226	4153
349	2232	4145
350	2237	4137
351	2245	4133
352	2251	4126
353	2257	4120
354	2263	4112
355	2269	4105
356	2275	4098
357	2281	4091
358	2287	4083
359	2293	4076
360	2299	4070
361	2305	4063
362	2311	4055
363	2316	4048
364	2322	4041
365	2328	4034
366	2334	4026
367	2340	4020
368	2347	4014
369	2353	4008
370	2359	4001
371	2365	3993
372	2371	3986
373	2378	3980
374	2383	3973
375	2389	3965
376	2395	3958
377	2401	3951
378	2407	3944
379	2412	3936
380	2419	3930
381	2425	3924
382	2432	3918
383	2439	3912
384	2444	3904
385	2451	3899
386	2457	3891
387	2462	3884
388	2468	3877
389	2474	3870
390	2480	3864
391	2486	3856
392	2492	3849
393	2498	3842
394	2503	3835
395	2509	3827
396	2515	3820
397	2521	3813
398	2526	3806
399	2532	3798
400	2538	3791
401	2544	3784
402	2549	3776
403	2555	3769
404	2561	3762
405	2566	3755
406	2572	3747
407	2578	3740
408	2583	3733
409	2588	3725
410	2595	3719
411	2601	3712
412	2606	3704
413	2612	3697
414	2617	3690
415	2624	3683
416	2630	3677
417	2636	3670
418	2642	3664
419	2648	3657
420	2654	3651
421	2660	3644
422	2666	3637
423	2672	3631
424	2678	3624
425	2684	3617
426	2690	3610
427	2696	3604
428	2702	3596
429	2708	3589
430	2714	3583
431	2720	3576
432	2725	3569
433	2731	3562
434	2737	3555
435	2743	3548
436	2748	3541
437	2754	3534
438	2760	3528
439	2766	3521
440	2772	3514
441	2778	3507
442	2784	3501
443	2790	3494
444	2796	3487
445	2802	3480
446	2808	3474
447	2814	3467
448	2819	3460
449	2826	3454
450	2833	3449
451	2840	3443
452	2846	3436
453	2851	3429
454	2858	3424
455	2864	3417
456	2870	3411
457	2876	3403
458	2882	3397
459	2888	3390
460	2893	3383
461	2899	3376
462	2905	3370
463	2911	3363
464	2917	3356
465	2923	3349
466	2929	3343
467	2934	3336
468	2940	3328
469	2946	3322
470	2951	3315
471	2957	3307
472	2963	3301
473	2969	3295
474	2975	3288
475	2980	3281
476	2986	3274
477	2994	3270
478	3001	3265
479	3008	3259
480	3014	3253
481	3021	3247
482	3027	3240
483	3035	3235
484	3041	3229
485	3047	3223
486	3052	3215
487	3058	3209
488	3064	3202
489	3069	3195
490	3075	3188
491	3081	3181
492	3086	3174
493	3092	3167
494	3098	3160
495	3104	3154
496	3109	3147
497	3115	3140
498	3122	3135
499	3128	3128
500	3134	3122
501	3140	3115
502	3146	3108
503	3152	3102
504	3157	3095
505	3163	3088
506	3169	3082
507	3175	3075
508	3181	3068
509	3187	3062
510	3193	3055
511	3219	3068
512	3231	3067
513	3239	3063
514	3246	3057
515	3252	3050
516	3257	3043
517	3264	3037
518	3270	3030
519	3276	3024
520	3281	3017
521	3288	3010
522	3294	3004
523	3299	2997
524	3306	2991
525	3314	2987
526	3322	2982
527	3329	2976
528	3335	2970
529	3342	2963
530	3347	2956
531	3352	2949
532	3358	2943
533	3367	2938
534	3373	2931
535	3380	2926
536	3387	2920
537	3394	2914
538	3401	2909
539	3408	2903
540	3416	2898
541	3423	2893
542	3432	2888
543	3438	2882
544	3445	2876
545	3450	2869
546	3457	2863
547	3463	2857
548	3470	2851
549	3476	2844
550	3482	2837
551	3488	2831
552	3496	2825
553	3503	2820
554	3510	2814
555	3518	2809
556	3529	2806
557	3536	2801
558	3543	2795
559	3550	2789
560	3555	2782
561	3561	2775
562	3569	2770
563	3575	2764
564	3582	2758
565	3588	2751
566	3594	2744
567	3600	2738
568	3607	2732
569	3613	2725
570	3618	2718
571	3625	2713
572	3632	2707
573	3639	2701
574	3647	2695
575	3653	2689
576	3658	2682
577	3664	2675
578	3671	2669
579	3677	2662
580	3682	2655
581	3688	2648
582	3694	2642
583	3699	2635
584	3705	2628
585	3710	2621
586	3716	2614
587	3721	2607
588	3727	2601
589	3733	2594
590	3738	2586
591	3743	2580
592	3749	2573
593	3754	2565
594	3759	2559
595	3764	2551
596	3769	2544
597	3775	2537
598	3780	2531
599	3785	2523
600	3791	2516
601	3796	2509
602	3801	2502
603	3806	2495
604	3811	2488
605	3816	2481
606	3822	2474
607	3827	2467
608	3832	2460
609	3839	2454
610	3844	2447
611	3849	2440
612	3855	2434
613	3860	2427
614	3865	2419
615	3870	2412
616	3875	2405
617	3880	2398
618	3885	2391
619	3890	2384
620	3895	2377
621	3901	2370
622	3905	2363
623	3911	2356
624	3916	2349
625	3921	2342
626	3927	2336
627	3932	2329
628	3937	2322
629	3942	2315
630	3948	2308
631	3952	2301
632	3958	2295
633	3964	2288
634	3968	2281
635	3974	2274
636	3979	2267
637	3984	2260
638	3990	2254
639	3996	2247
640	4001	2240
641	4006	2234
642	4012	2227
643	4016	2220
644	4023	2214
645	4029	2207
646	4034	2200
647	4040	2194
648	4046	2188
649	4052	2182
650	4057	2175
651	4063	2168
652	4068	2162
653	4073	2155
654	4079	2148
655	4084	2141
656	4089	2135
657	4095	2128
658	4100	2121
659	4105	2114
660	4111	2108
661	4116	2101
662	4121	2094
663	4126	2088
664	4132	2081
665	4137	2074
666	4142	2068
667	4148	2061
668	4153	2054
669	4158	2048
670	4164	2041
671	4169	2035
672	4175	2028
673	4181	2022
674	4186	2015
675	4192	2009
676	4197	2002
677	4203	1996
678	4208	1989
679	4215	1983
680	4221	1977
681	4226	1970
682	4232	1964
683	4238	1958
684	4244	1951
685	4249	1945
686	4255	1938
687	4261	1932
688	4266	1925
689	4272	1919
690	4278	1913
691	4283	1906
692	4288	1899
693	4294	1893
694	4301	1887
695	4306	1880
696	4312	1874
697	4319	1869
698	4328	1863
699	4335	1858
700	4343	1852
701	4349	1846
702	4355	1839
703	4360	1833
704	4367	1827
705	4374	1821
706	4379	1815
707	4385	1808
708	4390	1802
709	4396	1795
710	4401	1789
711	4407	1782
712	4413	1776
713	4419	1770
714	4425	1763
715	4431	1757
716	4438	1751
717	4443	1745
718	4449	1738
719	4458	1733
720	4465	1727
721	4472	1722
722	4494	1721
723	4506	1717
724	4514	1712
725	4521	1706
726	4526	1699
727	4531	1693
728	4537	1686
729	4543	1680
730	4548	1673
731	4553	1667
732	4559	1660
733	4564	1654
734	4570	1647
735	4577	1642
736	4585	1636
737	4592	1630
738	4598	1624
739	4605	1618
740	4610	1611
741	4617	1605
742	4623	1599
743	4629	1593
744	4635	1586
745	4641	1580
746	4647	1573
747	4652	1567
748	4657	1560
749	4663	1554
750	4669	1548
751	4674	1541
752	4680	1535
753	4685	1528
754	4691	1522
755	4696	1515
756	4702	1509
757	4708	1503
758	4713	1496
759	4720	1490
760	4725	1484
761	4731	1477
762	4736	1471
763	4743	1465
764	4749	1459
765	4756	1452
766	4763	1446
767	4770	1441
768	4778	1435
769	4785	1429
770	4792	1423
771	4800	1417
772	4808	1411
773	4816	1406
774	4822	1399
775	4827	1393
776	4833	1387
777	4841	1381
778	4847	1375
779	4854	1369
780	4859	1362
781	4866	1356
782	4872	1350
783	4879	1344
784	4886	1338
785	4892	1331
786	4898	1325
787	4905	1319
788	4912	1313
789	4919	1307
790	4925	1301
791	4931	1295
792	4937	1288
793	4945	1283
794	4952	1277
795	4959	1271
796	4965	1264
797	4971	1258
798	4978	1252
799	4986	1246
800	4994	1240
801	5001	1234
802	5009	1229
803	5017	1223
804	5026	1217
805	5033	1211
806	5041	1205
807	5048	1199
808	5056	1193
809	5064	1188
810	5073	1182
811	5084	1177
812	5092	1171
813	5099	1165
814	5107	1159
815	5114	1153
816	5121	1147
817	5128	1140
818	5134	1134
819	5141	1128
820	5147	1122
821	5154	1116
822	5162	1110
823	5168	1104
824	5175	1097
825	5183	1091
826	5190	1085
827	5197	1079
828	5203	1073
829	5210	1067
830	5217	1061
831	5225	1055
832	5233	1049
833	5241	1043
834	5248	1037
835	5255	1030
836	5261	1024
837	5267	1018
838	5273	1012
839	5280	1005
840	5286	999
841	5292	993
842	5298	986
843	5304	980
844	5310	974
845	5316	967
846	5322	961
847	5329	955
848	5335	948
849	5341	942
850	5347	936
851	5365	932
852	5375	926
853	5383	920
854	5391	914
855	5396	907
856	5402	901
857	5408	895
858	5414	888
859	5419	882
860	5425	875
861	5432	869
862	5438	863
863	5443	856
864	5451	850
865	5459	844
866	5467	838
867	5475	832
868	5483	826
869	5491	820
870	5498	814
871	5506	808
872	5513	802
873	5521	796
874	5529	789
875	5538	784
876	5547	778
877	5554	771
878	5562	765
879	5569	759
880	5576	753
881	5584	747
882	5591	740
883	5598	734
884	5605	728
885	5612	722
886	5620	716
887	5627	709
888	5637	703
889	5646	697
890	5655	691
891	5663	685
892	5671	679
893	5678	673
894	5685	667
895	5691	660
896	5698	654
897	5704	647
898	5711	641
899	5718	635
900	5724	628
901	5731	622
902	5737	616
903	5744	610
904	5751	603
905	5757	597
906	5782	592
907	5797	587
908	5805	581
909	5812	574
910	5817	568
911	5823	561
912	5829	555
913	5835	549
914	5840	542
915	5846	536
916	5853	529
917	5858	523
918	5864	516
919	5870	510
920	5876	504
921	5883	497
922	5888	491
923	5894	484
924	5900	478
925	5906	471
926	5911	465
927	5918	459
928	5924	452
929	5930	446
930	5936	439
931	5942	433
932	5948	427
933	5953	420
934	5959	414
935	5965	407
936	5972	401
937	5978	395
938	5984	388
939	5991	382
940	6039	378
941	6052	372
942	6063	366
943	6070	360
944	6082	353
945	6089	347
946	6095	341
947	6102	334
948	6107	328
949	6113	321
950	6119	315
951	6125	308
952	6131	302
953	6137	295
954	6144	289
955	6150	283
956	6155	276
957	6161	270
958	6168	263
959	6175	257
960	6182	250
961	6192	244
962	6200	238
963	6208	231
964	6214	225
965	6220	218
966	6226	212
967	6232	206
968	6238	199
969	6245	193
970	6251	186
971	6257	180
972	6263	173
973	6269	167
974	6275	160
975	6281	154
976	6289	148
977	6298	141
978	6306	135
979	6314	128
980	6321	122
981	6329	116
982	6336	109
983	6343	103
984	6348	96
985	6354	90
986	6361	83
987	6369	77
988	6376	70
989	6383	64
990	6391	58
991	6396	51
992	6403	45
993	6410	38
994	6417	32
995	6424	25
996	6431	19
997	6440	12
998	6450	6
999	6458	0
