iter	Logloss
428	0.1782064878
429	0.1781027841
430	0.1780049553
431	0.1776678203
432	0.177506972
433	0.1773217696
434	0.1771055677
435	0.1769254085
436	0.1768192947
437	0.1767000429
438	0.1765110413
439	0.176329931
440	0.1761568271
441	0.1760240384
442	0.1758671936
443	0.1755939754
444	0.1754468681
445	0.1753054365
446	0.1749541603
447	0.1748029245
448	0.1747092907
449	0.1745276391
450	0.1743182497
451	0.174218199
452	0.1740230658
453	0.1739492115
454	0.173801705
455	0.1737226249
456	0.1734846963
457	0.1734034526
458	0.1732924866
459	0.1731909213
460	0.1730220353
461	0.1727446905
462	0.1726517073
463	0.172581895
464	0.172462123
465	0.172386288
466	0.1722483335
467	0.1721003734
468	0.1718779698
469	0.1717340473
470	0.1715538956
471	0.1714331081
472	0.1711936182
473	0.1710715433
474	0.1707950053
475	0.1706452862
476	0.1704930976
477	0.1703909658
478	0.1702488008
479	0.1701133188
480	0.1698525883
481	0.1696166872
482	0.1694840162
483	0.1693142155
484	0.1692276382
485	0.169013423
486	0.1688729713
487	0.168707379
488	0.1685913
489	0.1685088626
490	0.168419288
491	0.1682799788
492	0.1680745674
493	0.1680034839
494	0.1677998001
495	0.1677026087
496	0.1675856846
497	0.1674182875
498	0.1672464702
499	0.1670266604
500	0.1668640131
501	0.1666847062
502	0.1664991837
503	0.1663353223
504	0.1662773166
505	0.1660848033
506	0.165893746
507	0.1657201513
508	0.1656353913
509	0.1655358612
510	0.1653441545
511	0.165171925
512	0.1650712317
513	0.1649436347
514	0.1647461114
515	0.1646132622
516	0.1645281559
517	0.1643522543
518	0.1642648719
519	0.164156606
520	0.1640573798
521	0.1639560203
522	0.1638705593
523	0.1637581066
524	0.1636600149
525	0.1635281386
526	0.1634513367
527	0.1633372205
528	0.1632555633
529	0.1631496894
530	0.1630734863
531	0.1628627857
532	0.1626912128
533	0.1625335945
534	0.1623730924
535	0.1622658332
536	0.1621876363
537	0.162008822
538	0.1619088846
539	0.1618235826
540	0.1617418299
541	0.1616552726
542	0.1614899779
543	0.161383212
544	0.1612950672
545	0.1611403955
546	0.1610645382
547	0.1609261032
548	0.160834521
549	0.1607007292
550	0.1605426291
551	0.1603826251
552	0.1602307368
553	0.1601012313
554	0.1599817713
555	0.159888921
556	0.1598124362
557	0.1597560243
558	0.1596412863
559	0.1595543932
560	0.1594842855
561	0.1593814737
562	0.1592567328
563	0.1591626787
564	0.1590159149
565	0.1588563305
566	0.1587755107
567	0.1586694404
568	0.1585555975
569	0.1583996539
570	0.1582808342
571	0.1580862426
572	0.157997866
573	0.1579006842
574	0.1577717496
575	0.1576378774
576	0.157528823
577	0.1574420902
578	0.1573329527
579	0.1572101539
580	0.1571420423
581	0.1570767747
582	0.1569565892
583	0.1568692404
584	0.156764641
585	0.1566500739
586	0.1565241722
587	0.1564255411
588	0.1563530999
589	0.1562655253
590	0.1561825529
591	0.1560455353
592	0.1558107806
593	0.1556937216
594	0.1556341445
595	0.1555335728
596	0.1554740918
597	0.1553535341
598	0.1552921057
599	0.1551682622
600	0.1550480403
601	0.1549277504
602	0.1548638004
603	0.1546914512
604	0.1545662646
605	0.1544150199
606	0.154252625
607	0.1540798385
608	0.1540018379
609	0.1538678328
610	0.1537074966
611	0.1535629477
612	0.1534408312
613	0.1533446999
614	0.1532113518
615	0.1530493241
616	0.1529688591
617	0.1528300902
618	0.1527064431
619	0.1526246051
620	0.1525408747
621	0.1524801601
622	0.1523541433
623	0.1522595039
624	0.1521231719
625	0.1520224827
626	0.1518985262
627	0.1517732909
628	0.1516485756
629	0.1515281111
630	0.1513752468
631	0.1512748031
632	0.1511512205
633	0.1509838227
634	0.1508757047
635	0.1506946979
636	0.1506309464
637	0.1505187558
638	0.1504600908
639	0.1503178022
640	0.1501827433
641	0.1501107517
642	0.1500065338
643	0.149913219
644	0.1497902088
645	0.1496920209
646	0.1496431315
647	0.1495333726
648	0.1494468528
649	0.1493043518
650	0.1492388806
651	0.1491338418
652	0.1489177984
653	0.1488121673
654	0.1486551409
655	0.1485705006
656	0.1484498135
657	0.1483135949
658	0.1482197967
659	0.1481029475
660	0.1479927609
661	0.1478545481
662	0.1477171939
663	0.1476132402
664	0.1474932722
665	0.1474131106
666	0.1473009266
667	0.1471819619
668	0.1471023465
669	0.147020821
670	0.1469545224
671	0.1468683336
672	0.1467314314
673	0.1466174633
674	0.1464694637
675	0.1464075217
676	0.1462756525
677	0.1461419983
678	0.1460428987
679	0.1459604187
680	0.1458064766
681	0.1456428474
682	0.1455714681
683	0.1454933564
684	0.1453603841
685	0.1452721097
686	0.1451490812
687	0.1450731767
688	0.1449198874
689	0.1447950799
690	0.1447152452
691	0.1446101822
692	0.1444729028
693	0.1443727256
694	0.1442162072
695	0.1440998093
696	0.1439660708
697	0.1438867411
698	0.1437358236
699	0.1435958647
700	0.1435181134
701	0.143436047
702	0.1433280069
703	0.1432419771
704	0.1430988316
705	0.1429565544
706	0.1428125167
707	0.1427228804
708	0.142590543
709	0.1424731611
710	0.1424125625
711	0.1423431404
712	0.1422153469
713	0.1420990671
714	0.1420141158
715	0.1418924914
716	0.1418008593
717	0.1417274349
718	0.1416187981
719	0.1414862548
720	0.14140837
721	0.1413500364
722	0.1412781995
723	0.1412255797
724	0.1411494995
725	0.140998016
726	0.1409108645
727	0.1407779032
728	0.1406638592
729	0.1405405994
730	0.1404662557
731	0.1403921089
732	0.1402917625
733	0.1401740082
734	0.1400607972
735	0.1399947354
736	0.139876078
737	0.1397717743
738	0.1396249665
739	0.1395248921
740	0.1394073011
741	0.1393597868
742	0.1392505294
743	0.1391902188
744	0.1390979936
745	0.1389809151
746	0.1388856274
747	0.1387837404
748	0.1387351128
749	0.1386295965
750	0.1385346828
751	0.1384520053
752	0.1382882719
753	0.138224252
754	0.1380980323
755	0.1379734802
756	0.1378752388
757	0.1377827902
758	0.1376597231
759	0.1375697061
760	0.1374533003
761	0.1373771856
762	0.1373099824
763	0.1372407784
764	0.1371143773
765	0.137026152
766	0.1368950661
767	0.136804576
768	0.1366651381
769	0.1366019469
770	0.1365396358
771	0.1364485788
772	0.1363193331
773	0.1362227957
774	0.1360844504
775	0.1360372732
776	0.1359548897
777	0.1358592135
778	0.1357345408
779	0.135654296
780	0.1355886605
781	0.1355119839
782	0.1353816539
783	0.1352771473
784	0.1351765801
785	0.1351016168
786	0.1349411404
787	0.134865971
788	0.1347995303
789	0.1347030546
790	0.1346018737
791	0.134457493
792	0.1343990923
793	0.1343264146
794	0.1342256653
795	0.1340981816
796	0.1339911945
797	0.1338856413
798	0.1338157081
799	0.1337278055
800	0.1336389787
801	0.133568461
802	0.133488818
803	0.1334250121
804	0.1333271998
805	0.1332050788
806	0.1331485812
807	0.1330334399
808	0.1329413542
809	0.1328836549
810	0.1328003291
811	0.1327454723
812	0.1327004673
813	0.1326186132
814	0.1325081117
815	0.132394
816	0.1322726086
817	0.1322075686
818	0.1321258947
819	0.132058365
820	0.1319596578
821	0.1318661027
822	0.1317802733
823	0.1316816517
824	0.131618385
825	0.1315762805
826	0.1314749462
827	0.1313675502
828	0.1312764026
829	0.1312085101
830	0.1310838572
831	0.1310121777
832	0.1309117395
833	0.1308568674
834	0.1306645354
835	0.1305604058
836	0.1304889943
837	0.1304215676
838	0.130288156
839	0.1301712611
840	0.1300980303
841	0.1299913305
842	0.1299249067
843	0.1298168496
844	0.129744836
845	0.1296388841
846	0.1295132438
847	0.1294571374
848	0.1293223845
849	0.1292315502
850	0.1291517637
851	0.1290294625
852	0.1289316012
853	0.1288586372
854	0.1287816989
855	0.1287225187
856	0.1286549214
857	0.128580034
858	0.1284864583
859	0.1283782201
860	0.1283029214
861	0.1282654771
862	0.1281186149
863	0.1280186209
864	0.1279821428
865	0.1278688435
866	0.1277614673
867	0.1276607233
868	0.1275674634
869	0.1274924451
870	0.1273943427
871	0.1273306892
872	0.1271994912
873	0.1271480434
874	0.1270342041
875	0.1269680585
876	0.1268882564
877	0.1268476917
878	0.1267987564
879	0.1267003706
880	0.1265857388
881	0.126472901
882	0.126408172
883	0.1263436751
884	0.126267129
885	0.1261394483
886	0.1260965887
887	0.1260480194
888	0.125984216
889	0.1258935321
890	0.1258542033
891	0.125770487
892	0.1256763935
893	0.1256086358
894	0.1254988533
895	0.1254350812
896	0.1253839905
897	0.1253188671
898	0.1252430822
899	0.1251549307
900	0.1250794366
901	0.1249708249
902	0.1248752412
903	0.1247693851
904	0.1247100265
905	0.1246179846
906	0.1244964506
907	0.1244337105
908	0.1242900067
909	0.1242151051
910	0.1241411691
911	0.1240553199
912	0.1239537439
913	0.1239070882
914	0.1238603059
915	0.1237398388
916	0.123668479
917	0.1236101378
918	0.123554636
919	0.1234753981
920	0.1233772635
921	0.1232694986
922	0.1231813593
923	0.1231023658
924	0.1230491243
925	0.1229550912
926	0.1228270486
927	0.1227763238
928	0.1227119593
929	0.1226097887
930	0.1225554744
931	0.1223979965
932	0.1223446358
933	0.1223009811
934	0.1221888212
935	0.1221235691
936	0.1220381441
937	0.1219808722
938	0.1218776603
939	0.1217775715
940	0.1217398155
941	0.1216599832
942	0.1215789651
943	0.1214675031
944	0.1213598872
945	0.1213133086
946	0.121233108
947	0.1211721306
948	0.1210894129
949	0.1210136579
950	0.1209111652
951	0.1208010191
952	0.1207088831
953	0.1206069692
954	0.12050854
955	0.1204512294
956	0.1204005271
957	0.1203579813
958	0.1202527966
959	0.1201747597
960	0.1201099247
961	0.1200547411
962	0.1199913136
963	0.1199017894
964	0.1197878563
965	0.1196962576
966	0.1196318027
967	0.1195100675
968	0.1194706935
969	0.1193879326
970	0.1193470536
971	0.1192699793
972	0.1191040171
973	0.119013243
974	0.1188852013
975	0.1188033891
976	0.1187814686
977	0.1186720938
978	0.1185969892
979	0.1185556001
980	0.1185099637
981	0.1183956043
982	0.1183638819
983	0.1182678704
984	0.118190039
985	0.118105517
986	0.1180218993
987	0.117954612
988	0.1178864521
989	0.1177974449
990	0.1176854697
991	0.1176046009
992	0.1174945508
993	0.1174106874
994	0.1173432257
995	0.1172717032
996	0.1172297693
997	0.1170846944
998	0.1170207582
999	0.1169676741
